,omni_id,date,century,dominant_color,dominant_color_family,palette,description,sentiment,image_url
22,9005553,1587,16,#c4bdad,Grays,"['#ece5d4', '#d3cbbb', '#c4bdad', '#9f998d', '#958f84', '#746f65', '#666157', '#48433a', '#e1dac9', '#dbd4c3', '#aea89b', '#868075']","part of a long and honorable tradition  of depicting illustrious standard-bearers in full armor or fancy dress, this image by hendrik goltzius is notable for its elegance, virtuosity, and bravura. the inscription at the bottom of the engraving declares that when the standard-bearer advances, the troops advance; when he flees, they flee.",1,"https://lakeimagesweb.artic.edu/iiif/2/9cd9684b-d0a7-ccba-7699-6ab6a8e2c625/full/6000,/0/default.jpg"
23,9005556,1592,16,#d1c5b5,Grays,"['#e1d7ca', '#d1c5b5', '#c8bdad', '#afa394', '#d1c9b9', '#d8cebe', '#d5caba', '#bcb09f', '#8a827a', '#66625f', '#585452', '#43403e']","on a long-awaited pilgrimage to italy in 1590 and 1591, the great haarlem mannerist artist hendrick goltzius made many studies after ancient and modern sculpture. this ancient greek statue of hercules by lysippus was unearthed and restored around 1550 and placed in the farnese palace. goltzius engraved only three statues of a projected series, and these were not printed until after his death, around 1617.",0,"https://lakeimagesweb.artic.edu/iiif/2/f9f2e7b3-ae3c-039c-ec12-116129fc2666/full/6000,/0/default.jpg"
24,9005557,1597,16,#b3bcb8,Grays,"['#acb1ac', '#8e918b', '#737771', '#676963', '#d1d2c9', '#bcc4c0', '#b3bcb8', '#a0a6a0', '#7e807a', '#5a5a55', '#50524c', '#41423c']","reminiscent of the venetian landscape woodcuts made after paintings and drawings by titian and domenico campagnola, this landscape shows a fisherman battling the force of a waterfall. in the first impression, hendrik goltzius heightened the print by hand with white gouache. the second impression is the final work and was created from multiple woodblocks.",-1,"https://lakeimagesweb.artic.edu/iiif/2/653e07a7-c3a5-7834-c3dd-b3976a792fae/full/6000,/0/default.jpg"
25,9005560,1615,17,#675e4c,Grays,"['#e5d9bf', '#dbcfb4', '#cec3a9', '#b0a58c', '#494131', '#f3ead2', '#c4b89f', '#9c927a', '#908670', '#857a66', '#79705c', '#675e4c']","lucas kilians mirrors of the microcosm  were very likely used for reference in the leiden university anatomy theater, as a set of the 1613 broadsides entered the collection in 1618. the theater already had a tradition of teaching from prints during dissections. in 1598, its founder, professor pieter pauw, had forty prints after vesalius framed and pasted onto a board for the walls of the theater. the flap broadsides were likely used in a similar didactic manner. pauw also installed skeletons  and skulls  to educate his students as well as decorate the space and remind spectators of their impending demise.",-1,"https://lakeimagesweb.artic.edu/iiif/2/41d24909-7e5d-bb6c-2d5d-ae527f19646e/full/6000,/0/default.jpg"
26,9005561,1587,16,#736b5c,Grays,"['#bbb3a1', '#afa795', '#8d8575', '#867d6d', '#736b5c', '#d7d0be', '#d0c8b6', '#c8c0ae', '#a09887', '#958c7c', '#7e7666', '#5c5447']","this anonymous engraving after hendrick goltzius depicts a seemingly omnipotent doctor analyzing a urine flask. the two competing paths of contemporary medicine appear in the background throughout the series. on the left, a more theoretical medical doctor attends a sickbed, while on the right, a practical surgeon tends to a man with broken limbs from a fall . the central physician figure undergoes a transformation in plates two through four, progressing from an angel , to a man , and finally to a devil .",0,"https://lakeimagesweb.artic.edu/iiif/2/7fd2d340-c258-e6fd-eeff-ce8558163f61/full/6000,/0/default.jpg"
27,9005566,1594,16,#776e66,Grays,"['#dbd3c9', '#cec5ba', '#bcb3a9', '#9e958b', '#867d74', '#6e655d', '#a9a096', '#92887f', '#7f766e', '#776e66', '#675e56', '#564e46']","this celebrated print belongs to the  life of the virgin  series. goltzius's composition and method of using burin is deceptively close to that of albrecht drer. although goltzius succeeded in capturing drer's style, he also imposed his own ideas and settings. the artist set the scene in an exact rendering of a chapel of st. bravo's church in haarlem. the artist also portrayed himself standing in the arched doorway in the background, gazing out at the viewer. this is the earliest extant portrait of the artist.",1,"https://lakeimagesweb.artic.edu/iiif/2/f368c482-fcba-29b9-fdec-24edee02d17a/full/6000,/0/default.jpg"
28,9005567,1593,16,#797569,Grays,"['#f7f5f1', '#e9e5d9', '#e1ddd0', '#d2cdbf', '#c8c3b5', '#aba799', '#a09b8d', '#797569', '#615d52', '#dbd6c8', '#bab6a7', '#8f8a7d']",goltzius was much admired in his own era for his ability to imitate the style of other artists. his earliest prints date from around 1576; by 1582 he had established his own print shop in haarlem.,2,"https://lakeimagesweb.artic.edu/iiif/2/0bf061e2-4b50-86fb-f2ed-4f2ce6d5d035/full/6000,/0/default.jpg"
29,9005573,1601,17,#ddd2c5,Whites,"['#e7ddd2', '#70655a', '#ddd2c5', '#d3c8ba', '#c6baab', '#bcb0a1', '#aca092', '#9b9082', '#908477', '#7f7468', '#675c52', '#574c43']","this engraving of the dutch botanist carolus clusius served as the author portrait for his history of rare plants. jacques de gheyn ii translates a standard frontispiece into an undulation rich with realistic shells and bountiful sea nymphs below vases boasting the pride and joy of dutch horticulture, the tulip. unlike  girolamo ruscelli, clusius was still alive at the time of publication. clusiuss cameo appears in the center almost like afterthought amid this cornucopia. his dour countenance and weak chin  sink into his starched ruffled collar, as he seems to slouch ever lower within the oval cartouche.  exhibition label, altered and adorned: using renaissance prints in daily life, april 30, 2011july 10, 2011, galleries 124127. carolus clusius was a celebrated botanist who was largely responsible for the dutch fascinat",1,"https://lakeimagesweb.artic.edu/iiif/2/18f0832e-1ca0-9e38-ac6e-cd40b496b67f/full/6000,/0/default.jpg"
30,9005580,1588,16,#ece8d8,Whites,"['#e9e3d2', '#b2ab99', '#928b7b', '#878171', '#edeada', '#ece8d8', '#d5ceba', '#cac2ae', '#c2baa7', '#b8b09e', '#a59e8d', '#7a7464']","although goltzius's advances in line engraving found many followers, few pursued his equally original exploration of chiaroscuro woodcuts. this is one of a series of six oval-format chiaroscuro woodcuts of male and female goddesses. persephone was abducted by pluto to hades and retrieved for six months each year by demeter, her mother; with the establishment of this natural cycle, she is considered a symbol of fertility.",0,"https://lakeimagesweb.artic.edu/iiif/2/6ded7cd7-c66d-1b10-750b-915b41c6ee71/full/6000,/0/default.jpg"
31,9005582,1597,16,#dcd7ca,Whites,"['#e2ddd0', '#dcd7ca', '#6d675d', '#e8e4d7', '#d4cec0', '#cbc4b6', '#bdb6a8', '#aba497', '#9b9487', '#827c70', '#625c52', '#4c483f']","goltzius was the foremost draughtsman, printmaker, print publisher and painter working in holland at the turn of the seventeenth  century.  initially a mannerist artist, by 1600 he revealed an interest in naturalism, and more or less gave up engraving.  nonetheless, he made 361 prints, 291 of his own design, this depicts the son of the still-life painter dirck de vries.",1,"https://lakeimagesweb.artic.edu/iiif/2/3fbabe7c-9454-b8a0-1007-8cd3b9976e90/full/6000,/0/default.jpg"
32,9005584,1586,16,#d6cab4,Yellows,"['#e8dfcd', '#e6ddcb', '#cec3ad', '#b8ad98', '#988d7a', '#766d5a', '#605746', '#393122', '#e5dccb', '#ded4bf', '#d6cab4', '#c5b8a2']","like the related genre of painted miniatures, small-scale portrait prints require close inspection and delicate handling. the round format of two of these prints invites comparisons to oval miniatures and cast medallions, examples of which are displayed nearby. in the case of goltziuss portrait of dudley , the print matrixa gold platewas itself a work of art, and only a handful of impressions were pulled so as to preserve the surface of the soft precious metal. the double status of the print matrix also explains why the text appears reversed in the print; on the face of the gold plate, the letters would still appear in the correct direction.",2,"https://lakeimagesweb.artic.edu/iiif/2/d9df3f89-7975-e512-2ee8-c5edc943743e/full/6000,/0/default.jpg"
33,9005599,1000,11,#a69e95,Grays,"['#fdf5e6', '#575049', '#f8f1df', '#f5eddd', '#fefaee', '#fcf8eb', '#fbf4e3', '#faf2e0', '#f8eedc', '#e3dace', '#a69e95', '#fbf2e2']","this extraordinary fragment from a headcloth, with its fineness of thread and complex construction, exemplifies chancay gauze weaving. in chancay culture, gauze weave relates to the tradition of coastal fishing, as the art form grew out of techniques associated with the making of fishing nets. this fragment displays two feline heads linked to the same body. peru is home to a variety of wild cats, including the jaguar, puma, and pampas cat. these predatory felines were feared as well as worshipped, and they are associated with a wide range of peruvian beliefs pertaining to ceremonial practices, the supernatural realm, astronomy, and the power of rulers.",-1,"https://lakeimagesweb.artic.edu/iiif/2/18cd1bea-bb78-220b-5f50-01c7b62149fa/full/6000,/0/default.jpg"
34,9005593,1588,16,#7e7752,Grays,"['#dccfaa', '#b4a980', '#8a835c', '#7e7752', '#756d4b', '#706746', '#676143', '#58533b', '#4d4730', '#f1e6c9', '#998e66', '#60583c']","to make a chiaroscuro woodcut, an artist uses a separate woodblock for printing each different color of ink. often, as was the case for both of these prints, the image was rendered primarily in a line block, usually in black. the additional colorstogether with the color of the paper itselfprovide more definition to the forms and more dramatic light effects.the virtuoso graphic artist hendrick goltzius used the chiaroscuro woodcut technique to great effect in his depiction of hercules completing the 10th of his 12 labors: the capture of the cattle of geryon. to accomplish this feat, he had to vanquish the giant cacus. goltzius shows the moment just before hercules violently clubs the giant, which is made especially dramatic by the vivid conjunction of yellow and green.although goltzius's advances in line engraving found many followers, few artists pursued his equally original exploration of chiaroscuro woodcuts printed from one lin",0,"https://lakeimagesweb.artic.edu/iiif/2/1960bdd8-eac2-f482-c439-ba7e0e34bdfc/full/6000,/0/default.jpg"
35,9005594,1588,16,#dbd0bd,Yellows,"['#e1d7c4', '#d7cbb6', '#d3c9b4', '#a39357', '#897b4b', '#74673b', '#544925', '#dbd0bd', '#d9ceb9', '#d2c6ab', '#c4b27a', '#b1a064']","the greek goddess of night, nyx, was the mother of many deities, including those of sleep, dreams, misery, and death. in this image, her chariot is pulled by a fleet of bats and she is seated next to an owl, symbols of night and death. the rooster that rides atop her chariot can be seen as a symbol of nights end, or a reference to the rooster that drew the chariot of the god hermes to hades. chiaroscuro woodcuts like this one were usually made with several woodblocks; one with black ink was used to print the lines of the image, and the others produced tone by applying large colored areas to the image.",-1,"https://lakeimagesweb.artic.edu/iiif/2/0bc373cb-3cb7-9271-f9d2-18bb353b32fe/full/6000,/0/default.jpg"
36,9005595,1588,16,#36342c,Blacks,"['#b1afa4', '#a39f94', '#878376', '#7e7b6e', '#6f6b60', '#aaa89c', '#9c988c', '#979488', '#908c80', '#5a564c', '#4b483e', '#36342c']","hendrick goltzius was at the height of his fame as a printmaker and publisher when he engraved this dramatic oval apollo in 1588. his dutch mannerist style imbues the composition with a sinuous energy; as the sun god strides forward, his hair aflame, he nearly intrudes into the viewers space. the figures exaggerated anatomy and pose demonstrates goltziuss ongoing interests in mythology and antique sculpture. the apollo fittingly pairs with goltziuss 1592 apollo belvedere. goltzius approached that subsequent engraving in a more restrained, classicizing style after he saw the renowned antique sculpture during a trip to italy in 1590.",0,"https://lakeimagesweb.artic.edu/iiif/2/8050565d-f7de-4ef4-8e77-d9dbf3602286/full/6000,/0/default.jpg"
37,9005596,1591,16,#f7efe2,Whites,"['#f9f1e4', '#f7efe2', '#837d72', '#68635a', '#58534c', '#eee6d9', '#cdc6b5', '#bfb8a8', '#afa899', '#a39c8e', '#999285', '#423e37']","in this print hendrick goltzius simultaneously paid homage to his teacher while also displaying his own virtuosic talent for engraving. by manipulating the difficult process, which includes sculpting directly into a metal plate with a chisel-like tool called a burin, goltzius achieved an astonishing degree of realism. to underscore the aim of this portrait, goltzius included the inscription ad vivum depictus .",1,"https://lakeimagesweb.artic.edu/iiif/2/3f21767f-2a1e-661f-2a0d-80823f16958e/full/6000,/0/default.jpg"
